From,To,n_played,Region
Bluz0r (Jonothan Cannon),Low (Omar Aboulkheir) (Omar Aboulkheir),3,OPL/Oceania
Bluz0r (Jonothan Cannon),Pabu (Jackson Pavone),1,OPL/Oceania
Bluz0r (Jonothan Cannon),Y x (Ben Pope),1,OPL/Oceania
Harri (Harrison Nguyen),Low (Omar Aboulkheir) (Omar Aboulkheir),1,OPL/Oceania
Harri (Harrison Nguyen),Pabu (Jackson Pavone),1,OPL/Oceania
Harri (Harrison Nguyen),Y x (Ben Pope),1,OPL/Oceania
Low (Omar Aboulkheir) (Omar Aboulkheir),Pabu (Jackson Pavone),1,OPL/Oceania
Low (Omar Aboulkheir) (Omar Aboulkheir),Y x (Ben Pope),1,OPL/Oceania
Artaphernes (Clinton Muldoon),Badgamelol (),6,OPL/Oceania
Artaphernes (Clinton Muldoon),Bdoink (Dmitry Botov),7,OPL/Oceania
Artaphernes (Clinton Muldoon),ChrisMisTrees (Christopher Trease),2,OPL/Oceania
Artaphernes (Clinton Muldoon),DanDayn (Daniel Yow),9,OPL/Oceania
Artaphernes (Clinton Muldoon),Sombre (Justin Carew),9,OPL/Oceania
Badgamelol (),Bdoink (Dmitry Botov),4,OPL/Oceania
Badgamelol (),DanDayn (Daniel Yow),6,OPL/Oceania
Badgamelol (),Sombre (Justin Carew),6,OPL/Oceania
Bdoink (Dmitry Botov),Sombre (Justin Carew),7,OPL/Oceania
ChrisMisTrees (Christopher Trease),DanDayn (Daniel Yow),2,OPL/Oceania
ChrisMisTrees (Christopher Trease),Sombre (Justin Carew),2,OPL/Oceania
DanDayn (Daniel Yow),Sombre (Justin Carew),9,OPL/Oceania
Cyk (Chen Yue-Kai (陈越凯)),Eyla (Bill Nguyen),9,OPL/Oceania
Cyk (Chen Yue-Kai (陈越凯)),Johnson (Johnson Yan),9,OPL/Oceania
Cyk (Chen Yue-Kai (陈越凯)),Kedu (Vinson Feng),9,OPL/Oceania
Cyk (Chen Yue-Kai (陈越凯)),LeeSA (Thomas Ma),9,OPL/Oceania
Eyla (Bill Nguyen),Johnson (Johnson Yan),9,OPL/Oceania
Eyla (Bill Nguyen),Kedu (Vinson Feng),9,OPL/Oceania
Eyla (Bill Nguyen),LeeSA (Thomas Ma),10,OPL/Oceania
Eyla (Bill Nguyen),Milky (Milos Mladenovic) (Milos Mladenovic),1,OPL/Oceania
Eyla (Bill Nguyen),Nana (Alex Kang) (Alex Kang),1,OPL/Oceania
Johnson (Johnson Yan),LeeSA (Thomas Ma),9,OPL/Oceania
Kedu (Vinson Feng),LeeSA (Thomas Ma),9,OPL/Oceania
LeeSA (Thomas Ma),Milky (Milos Mladenovic) (Milos Mladenovic),1,OPL/Oceania
LeeSA (Thomas Ma),Nana (Alex Kang) (Alex Kang),1,OPL/Oceania
LeeSA (Thomas Ma),Panda (Adem Tontu) (Adem Tontu),1,OPL/Oceania
Milky (Milos Mladenovic) (Milos Mladenovic),Nana (Alex Kang) (Alex Kang),1,OPL/Oceania
Milky (Milos Mladenovic) (Milos Mladenovic),Panda (Adem Tontu) (Adem Tontu),1,OPL/Oceania
Nana (Alex Kang) (Alex Kang),Panda (Adem Tontu) (Adem Tontu),2,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Bdoink (Dmitry Botov),7,OPL/Oceania
Aladoric (Ryan Gregory Richardson),DanDayn (Daniel Yow),7,OPL/Oceania
Aladoric (Ryan Gregory Richardson),FivetoEight (Daniel Hicks),7,OPL/Oceania
Bdoink (Dmitry Botov),Gunkrab (Vincent Lin),9,OPL/Oceania
Bdoink (Dmitry Botov),biwaC (Andrew Licata),2,OPL/Oceania
DanDayn (Daniel Yow),Gunkrab (Vincent Lin),9,OPL/Oceania
DanDayn (Daniel Yow),biwaC (Andrew Licata),2,OPL/Oceania
FivetoEight (Daniel Hicks),Gunkrab (Vincent Lin),9,OPL/Oceania
FivetoEight (Daniel Hicks),biwaC (Andrew Licata),2,OPL/Oceania
Gunkrab (Vincent Lin),biwaC (Andrew Licata),2,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Little Kop (Mickey Khanthisuwan),2,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Oza64 (Oren Hipwell),5,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Taka (Takahiro Iwata),2,OPL/Oceania
Bushybooboo (Huy Huynh),Oza64 (Oren Hipwell),2,OPL/Oceania
Bushybooboo (Huy Huynh),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),2,OPL/Oceania
Bushybooboo (Huy Huynh),Taka (Takahiro Iwata),2,OPL/Oceania
Bushybooboo (Huy Huynh),Zytah (Jaden Clow),2,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),Little Kop (Mickey Khanthisuwan),2,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),Oza64 (Oren Hipwell),2,OPL/Oceania
Dragon (Sebastian Purcell) (Sebastian Purcell),Taka (Takahiro Iwata),2,OPL/Oceania
Little Kop (Mickey Khanthisuwan),Oza64 (Oren Hipwell),2,OPL/Oceania
Little Kop (Mickey Khanthisuwan),Taka (Takahiro Iwata),2,OPL/Oceania
Oza64 (Oren Hipwell),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),7,OPL/Oceania
Oza64 (Oren Hipwell),Taka (Takahiro Iwata),6,OPL/Oceania
Oza64 (Oren Hipwell),Vibes (Frank Kyriakou),2,OPL/Oceania
Oza64 (Oren Hipwell),Zytah (Jaden Clow),4,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Taka (Takahiro Iwata),4,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Vibes (Frank Kyriakou),2,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Zytah (Jaden Clow),4,OPL/Oceania
Taka (Takahiro Iwata),Vibes (Frank Kyriakou),2,OPL/Oceania
Taka (Takahiro Iwata),Zytah (Jaden Clow),4,OPL/Oceania
Vibes (Frank Kyriakou),Zytah (Jaden Clow),2,OPL/Oceania
Artaphernes (Clinton Muldoon),Babip (Leo Romer),8,OPL/Oceania
Artaphernes (Clinton Muldoon),Haeri (Harry Kang),10,OPL/Oceania
Artaphernes (Clinton Muldoon),Plug (Ryan Hogan),2,OPL/Oceania
Artaphernes (Clinton Muldoon),Tilting (Isaac Bellamy),10,OPL/Oceania
Artaphernes (Clinton Muldoon),draqon (Jeremy Souki),10,OPL/Oceania
Babip (Leo Romer),Tilting (Isaac Bellamy),8,OPL/Oceania
Babip (Leo Romer),draqon (Jeremy Souki),8,OPL/Oceania
Haeri (Harry Kang),Tilting (Isaac Bellamy),10,OPL/Oceania
Haeri (Harry Kang),draqon (Jeremy Souki),10,OPL/Oceania
Plug (Ryan Hogan),Tilting (Isaac Bellamy),2,OPL/Oceania
Plug (Ryan Hogan),draqon (Jeremy Souki),2,OPL/Oceania
Tilting (Isaac Bellamy),draqon (Jeremy Souki),10,OPL/Oceania
Badgamelol (),Harri (Harrison Nguyen),7,OPL/Oceania
Badgamelol (),Jopan (Jonah Skordos),1,OPL/Oceania
Badgamelol (),amitle (Amit Levin),1,OPL/Oceania
Chenxuan (Wu Zheng-Hang (吴征航)),Nana (Alex Kang) (Alex Kang),1,OPL/Oceania
Chenxuan (Wu Zheng-Hang (吴征航)),Panda (Adem Tontu) (Adem Tontu),2,OPL/Oceania
Chenxuan (Wu Zheng-Hang (吴征航)),Souli (Paris Sitzoukis),2,OPL/Oceania
Chenxuan (Wu Zheng-Hang (吴征航)),amitle (Amit Levin),1,OPL/Oceania
ChrisMisTrees (Christopher Trease),Panda (Adem Tontu) (Adem Tontu),1,OPL/Oceania
ChrisMisTrees (Christopher Trease),Sleepy (Aidan Butler) (Aidan Butler),12,OPL/Oceania
ChrisMisTrees (Christopher Trease),amitle (Amit Levin),1,OPL/Oceania
Dream (Ronan Swingler) (Ronan Swingler),Panda (Adem Tontu) (Adem Tontu),2,OPL/Oceania
Dream (Ronan Swingler) (Ronan Swingler),ScREAM (Dean Giles),2,OPL/Oceania
Dream (Ronan Swingler) (Ronan Swingler),amitle (Amit Levin),2,OPL/Oceania
Harri (Harrison Nguyen),Jopan (Jonah Skordos),1,OPL/Oceania
Harri (Harrison Nguyen),amitle (Amit Levin),1,OPL/Oceania
Jopan (Jonah Skordos),amitle (Amit Levin),1,OPL/Oceania
Kedu (Vinson Feng),Nana (Alex Kang) (Alex Kang),1,OPL/Oceania
Kedu (Vinson Feng),Panda (Adem Tontu) (Adem Tontu),2,OPL/Oceania
Kedu (Vinson Feng),Souli (Paris Sitzoukis),2,OPL/Oceania
Kedu (Vinson Feng),amitle (Amit Levin),1,OPL/Oceania
Nana (Alex Kang) (Alex Kang),Souli (Paris Sitzoukis),1,OPL/Oceania
Panda (Adem Tontu) (Adem Tontu),ScREAM (Dean Giles),2,OPL/Oceania
Panda (Adem Tontu) (Adem Tontu),Sleepy (Aidan Butler) (Aidan Butler),1,OPL/Oceania
Panda (Adem Tontu) (Adem Tontu),Souli (Paris Sitzoukis),4,OPL/Oceania
Panda (Adem Tontu) (Adem Tontu),amitle (Amit Levin),4,OPL/Oceania
ScREAM (Dean Giles),Souli (Paris Sitzoukis),2,OPL/Oceania
ScREAM (Dean Giles),amitle (Amit Levin),2,OPL/Oceania
Sleepy (Aidan Butler) (Aidan Butler),amitle (Amit Levin),1,OPL/Oceania
Souli (Paris Sitzoukis),amitle (Amit Levin),3,OPL/Oceania
Flick (Stewart Riesenweber),Kpop (Jordan Hazeltine),4,OPL/Oceania
Flick (Stewart Riesenweber),Skamdiggidy (Todd Barnsley),4,OPL/Oceania
Flick (Stewart Riesenweber),Vibes (Frank Kyriakou),1,OPL/Oceania
Flick (Stewart Riesenweber),Wilaris (Michael Matthai),4,OPL/Oceania
Flick (Stewart Riesenweber),rain (Marvin Wang) (Marvin Wang),4,OPL/Oceania
Kpop (Jordan Hazeltine),Vibes (Frank Kyriakou),2,OPL/Oceania
Kpop (Jordan Hazeltine),YungCat (Jason John),2,OPL/Oceania
Skamdiggidy (Todd Barnsley),Vibes (Frank Kyriakou),2,OPL/Oceania
Skamdiggidy (Todd Barnsley),YungCat (Jason John),2,OPL/Oceania
Vibes (Frank Kyriakou),Wilaris (Michael Matthai),1,OPL/Oceania
Vibes (Frank Kyriakou),YungCat (Jason John),2,OPL/Oceania
Vibes (Frank Kyriakou),rain (Marvin Wang) (Marvin Wang),2,OPL/Oceania
Wilaris (Michael Matthai),YungCat (Jason John),1,OPL/Oceania
YungCat (Jason John),rain (Marvin Wang) (Marvin Wang),2,OPL/Oceania
Chazz (Jesse Mahoney),Praelus (Jordan Fernandes),3,OPL/Oceania
Chazz (Jesse Mahoney),Regalia (Damian Tu),3,OPL/Oceania
Chazz (Jesse Mahoney),Squidgy (Alex Trott),3,OPL/Oceania
Chazz (Jesse Mahoney),Tekker (William Marinic),1,OPL/Oceania
Mooboo (Chris Moody),Praelus (Jordan Fernandes),3,OPL/Oceania
Mooboo (Chris Moody),Regalia (Damian Tu),3,OPL/Oceania
Mooboo (Chris Moody),Squidgy (Alex Trott),3,OPL/Oceania
Mooboo (Chris Moody),Tekker (William Marinic),1,OPL/Oceania
Praelus (Jordan Fernandes),Squidgy (Alex Trott),3,OPL/Oceania
Praelus (Jordan Fernandes),Tekker (William Marinic),1,OPL/Oceania
Regalia (Damian Tu),Squidgy (Alex Trott),3,OPL/Oceania
Regalia (Damian Tu),Tekker (William Marinic),1,OPL/Oceania
Squidgy (Alex Trott),Tekker (William Marinic),1,OPL/Oceania
Bose (Tyler Boseley),Bushybooboo (Huy Huynh),1,OPL/Oceania
Bose (Tyler Boseley),Draxx (Matthew Spencer),1,OPL/Oceania
Bose (Tyler Boseley),Jopan (Jonah Skordos),6,OPL/Oceania
Bose (Tyler Boseley),Reelople (Peter Bui),6,OPL/Oceania
Bose (Tyler Boseley),Sombre (Justin Carew),7,OPL/Oceania
Bose (Tyler Boseley),Thydah (Hugh Nicholson),1,OPL/Oceania
Bose (Tyler Boseley),relics (Lachlan Bartlett),6,OPL/Oceania
Bushybooboo (Huy Huynh),Jopan (Jonah Skordos),1,OPL/Oceania
Bushybooboo (Huy Huynh),Sombre (Justin Carew),1,OPL/Oceania
Bushybooboo (Huy Huynh),relics (Lachlan Bartlett),1,OPL/Oceania
Draxx (Matthew Spencer),Reelople (Peter Bui),1,OPL/Oceania
Draxx (Matthew Spencer),Sombre (Justin Carew),1,OPL/Oceania
Draxx (Matthew Spencer),relics (Lachlan Bartlett),1,OPL/Oceania
Jopan (Jonah Skordos),Reelople (Peter Bui),5,OPL/Oceania
Jopan (Jonah Skordos),Sombre (Justin Carew),6,OPL/Oceania
Jopan (Jonah Skordos),Thydah (Hugh Nicholson),1,OPL/Oceania
Jopan (Jonah Skordos),relics (Lachlan Bartlett),5,OPL/Oceania
Reelople (Peter Bui),Sombre (Justin Carew),6,OPL/Oceania
Reelople (Peter Bui),Thydah (Hugh Nicholson),1,OPL/Oceania
Reelople (Peter Bui),relics (Lachlan Bartlett),5,OPL/Oceania
Sombre (Justin Carew),Thydah (Hugh Nicholson),1,OPL/Oceania
Sombre (Justin Carew),relics (Lachlan Bartlett),6,OPL/Oceania
Aionzz (Wilbert Nguyen),Nausicaa (Cameron Maine),11,OPL/Oceania
Aionzz (Wilbert Nguyen),Pluto (Mitchell King) (Mitchell King),11,OPL/Oceania
Aionzz (Wilbert Nguyen),Pope (Sean Weier),11,OPL/Oceania
Aionzz (Wilbert Nguyen),S3rum (Laurent Nguyen),11,OPL/Oceania
Nausicaa (Cameron Maine),Pluto (Mitchell King) (Mitchell King),11,OPL/Oceania
Nausicaa (Cameron Maine),Pope (Sean Weier),18,OPL/Oceania
Nausicaa (Cameron Maine),S3rum (Laurent Nguyen),11,OPL/Oceania
Pluto (Mitchell King) (Mitchell King),Pope (Sean Weier),11,OPL/Oceania
Pluto (Mitchell King) (Mitchell King),S3rum (Laurent Nguyen),11,OPL/Oceania
Pope (Sean Weier),S3rum (Laurent Nguyen),11,OPL/Oceania
Bambi (Liam Jowitt) (Liam Jowitt),MsFish (Aiden King),1,OPL/Oceania
Bambi (Liam Jowitt) (Liam Jowitt),Sleepy (Aidan Butler) (Aidan Butler),1,OPL/Oceania
Bambi (Liam Jowitt) (Liam Jowitt),Sprenstama (Keenan Baker),1,OPL/Oceania
Bambi (Liam Jowitt) (Liam Jowitt),Sugoi (Shawn Foo),1,OPL/Oceania
ChrisMisTrees (Christopher Trease),Sprenstama (Keenan Baker),11,OPL/Oceania
MsFish (Aiden King),Sleepy (Aidan Butler) (Aidan Butler),12,OPL/Oceania
MsFish (Aiden King),Sprenstama (Keenan Baker),12,OPL/Oceania
Sleepy (Aidan Butler) (Aidan Butler),Sprenstama (Keenan Baker),12,OPL/Oceania
Sleepy (Aidan Butler) (Aidan Butler),Sugoi (Shawn Foo),12,OPL/Oceania
Sprenstama (Keenan Baker),Sugoi (Shawn Foo),12,OPL/Oceania
Bose (Tyler Boseley),Eyla (Bill Nguyen),3,OPL/Oceania
Bose (Tyler Boseley),Gunkrab (Vincent Lin),3,OPL/Oceania
Bose (Tyler Boseley),Omni (Thomas Trinh Dung),3,OPL/Oceania
Bose (Tyler Boseley),Panda (Adem Tontu) (Adem Tontu),3,OPL/Oceania
Eyla (Bill Nguyen),Kaios (Emil Lising),2,OPL/Oceania
Eyla (Bill Nguyen),Omni (Thomas Trinh Dung),17,OPL/Oceania
Farmer (George Normore) (George Normore),Omni (Thomas Trinh Dung),1,OPL/Oceania
Gunkrab (Vincent Lin),Omni (Thomas Trinh Dung),14,OPL/Oceania
Kaios (Emil Lising),Omni (Thomas Trinh Dung),2,OPL/Oceania
Kaios (Emil Lising),Panda (Adem Tontu) (Adem Tontu),2,OPL/Oceania
Kaios (Emil Lising),Swathe (Ryan Gibbons),2,OPL/Oceania
Omni (Thomas Trinh Dung),Panda (Adem Tontu) (Adem Tontu),17,OPL/Oceania
Omni (Thomas Trinh Dung),Swathe (Ryan Gibbons),14,OPL/Oceania
Ceres (Evan Mascarenhas),Skamdiggidy (Todd Barnsley),15,OPL/Oceania
Ceres (Evan Mascarenhas),Vans (Morgan Khuu),16,OPL/Oceania
Ceres (Evan Mascarenhas),Wilaris (Michael Matthai),15,OPL/Oceania
Ceres (Evan Mascarenhas),rain (Marvin Wang) (Marvin Wang),15,OPL/Oceania
Harri (Harrison Nguyen),Skamdiggidy (Todd Barnsley),1,OPL/Oceania
Harri (Harrison Nguyen),Vans (Morgan Khuu),6,OPL/Oceania
Harri (Harrison Nguyen),Wilaris (Michael Matthai),1,OPL/Oceania
Harri (Harrison Nguyen),rain (Marvin Wang) (Marvin Wang),1,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Boss (Xavier Purcell) (Xavier Purcell),3,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Command (Thomas Bjorklund),5,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Ecotoxic (Christopher McGahan),5,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Frolloc (Shane Gunawan),1,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Oza64 (Oren Hipwell),5,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Regalia (Damian Tu),3,OPL/Oceania
Ark (Andrew Chun) (Andrew Chun),Tempest (Jordan Nunerley) (Jordan Nunerley),1,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Command (Thomas Bjorklund),5,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Ecotoxic (Christopher McGahan),5,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Frolloc (Shane Gunawan),3,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),4,OPL/Oceania
Boss (Xavier Purcell) (Xavier Purcell),Regalia (Damian Tu),1,OPL/Oceania
Cappy (Jarrod Cann),Command (Thomas Bjorklund),3,OPL/Oceania
Cappy (Jarrod Cann),Ecotoxic (Christopher McGahan),3,OPL/Oceania
Cappy (Jarrod Cann),Eloh (Jackson De Jonge),1,OPL/Oceania
Cappy (Jarrod Cann),Framer (Timothy Bunnage),4,OPL/Oceania
Cappy (Jarrod Cann),Frolloc (Shane Gunawan),5,OPL/Oceania
Command (Thomas Bjorklund),Ecotoxic (Christopher McGahan),10,OPL/Oceania
Command (Thomas Bjorklund),Eloh (Jackson De Jonge),1,OPL/Oceania
Command (Thomas Bjorklund),Framer (Timothy Bunnage),2,OPL/Oceania
Command (Thomas Bjorklund),Frolloc (Shane Gunawan),6,OPL/Oceania
Command (Thomas Bjorklund),Oza64 (Oren Hipwell),5,OPL/Oceania
Command (Thomas Bjorklund),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),5,OPL/Oceania
Command (Thomas Bjorklund),Regalia (Damian Tu),3,OPL/Oceania
Command (Thomas Bjorklund),Tempest (Jordan Nunerley) (Jordan Nunerley),1,OPL/Oceania
Ecotoxic (Christopher McGahan),Eloh (Jackson De Jonge),1,OPL/Oceania
Ecotoxic (Christopher McGahan),Framer (Timothy Bunnage),2,OPL/Oceania
Ecotoxic (Christopher McGahan),Frolloc (Shane Gunawan),6,OPL/Oceania
Ecotoxic (Christopher McGahan),Oza64 (Oren Hipwell),5,OPL/Oceania
Ecotoxic (Christopher McGahan),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),5,OPL/Oceania
Ecotoxic (Christopher McGahan),Regalia (Damian Tu),3,OPL/Oceania
Ecotoxic (Christopher McGahan),Tempest (Jordan Nunerley) (Jordan Nunerley),1,OPL/Oceania
Eloh (Jackson De Jonge),Frolloc (Shane Gunawan),1,OPL/Oceania
Framer (Timothy Bunnage),Frolloc (Shane Gunawan),5,OPL/Oceania
Frolloc (Shane Gunawan),Oza64 (Oren Hipwell),1,OPL/Oceania
Frolloc (Shane Gunawan),Raven (Kosikan Kulasingham) (Kosikan Kulasingham),3,OPL/Oceania
Oza64 (Oren Hipwell),Regalia (Damian Tu),3,OPL/Oceania
Oza64 (Oren Hipwell),Tempest (Jordan Nunerley) (Jordan Nunerley),1,OPL/Oceania
Raven (Kosikan Kulasingham) (Kosikan Kulasingham),Tempest (Jordan Nunerley) (Jordan Nunerley),1,OPL/Oceania
Regalia (Damian Tu),Tempest (Jordan Nunerley) (Jordan Nunerley),1,OPL/Oceania
Alani (Aaron Brown),Getback (Jarod Tucker),8,OPL/Oceania
Alani (Aaron Brown),Katsurii (Robert Gouv),8,OPL/Oceania
Alani (Aaron Brown),Regalia (Damian Tu),8,OPL/Oceania
Alani (Aaron Brown),Topoon (Kim Ji-hoon (김지훈)),8,OPL/Oceania
BioPanther (Brandon Alexander),Johnson (Sean Roberts) (Sean Roberts),4,OPL/Oceania
BioPanther (Brandon Alexander),Rookieqq (David Wu),1,OPL/Oceania
Getback (Jarod Tucker),Johnson (Sean Roberts) (Sean Roberts),9,OPL/Oceania
Getback (Jarod Tucker),Regalia (Damian Tu),10,OPL/Oceania
Getback (Jarod Tucker),Topoon (Kim Ji-hoon (김지훈)),16,OPL/Oceania
Johnson (Sean Roberts) (Sean Roberts),Katsurii (Robert Gouv),10,OPL/Oceania
Johnson (Sean Roberts) (Sean Roberts),Rookieqq (David Wu),1,OPL/Oceania
Johnson (Sean Roberts) (Sean Roberts),Topoon (Kim Ji-hoon (김지훈)),6,OPL/Oceania
Johnson (Sean Roberts) (Sean Roberts),UDYSOF (Toby Horne),10,OPL/Oceania
Katsurii (Robert Gouv),Regalia (Damian Tu),10,OPL/Oceania
Katsurii (Robert Gouv),Rookieqq (David Wu),1,OPL/Oceania
Katsurii (Robert Gouv),Topoon (Kim Ji-hoon (김지훈)),16,OPL/Oceania
Katsurii (Robert Gouv),UDYSOF (Toby Horne),12,OPL/Oceania
Regalia (Damian Tu),Topoon (Kim Ji-hoon (김지훈)),10,OPL/Oceania
Regalia (Damian Tu),UDYSOF (Toby Horne),2,OPL/Oceania
Rookieqq (David Wu),UDYSOF (Toby Horne),1,OPL/Oceania
Topoon (Kim Ji-hoon (김지훈)),UDYSOF (Toby Horne),8,OPL/Oceania
Api (Yao Jian-Jing (姚健晶)),Corporal (Ian Pearse),8,OPL/Oceania
Api (Yao Jian-Jing (姚健晶)),Wai (Li Yat Wai),8,OPL/Oceania
Api (Yao Jian-Jing (姚健晶)),YungCat (Jason John),8,OPL/Oceania
Chazz (Jesse Mahoney),Corporal (Ian Pearse),18,OPL/Oceania
Chazz (Jesse Mahoney),DouDou (Shang Zu-Yu) (Shang Zu-Yu),2,OPL/Oceania
Chazz (Jesse Mahoney),Farmer (George Normore) (George Normore),5,OPL/Oceania
Chazz (Jesse Mahoney),Thien (Romeo Tran),8,OPL/Oceania
Chazz (Jesse Mahoney),Wai (Li Yat Wai),18,OPL/Oceania
Chazz (Jesse Mahoney),YungCat (Jason John),13,OPL/Oceania
Corporal (Ian Pearse),DouDou (Shang Zu-Yu) (Shang Zu-Yu),2,OPL/Oceania
Corporal (Ian Pearse),Farmer (George Normore) (George Normore),5,OPL/Oceania
Corporal (Ian Pearse),Thien (Romeo Tran),8,OPL/Oceania
Corporal (Ian Pearse),Wai (Li Yat Wai),18,OPL/Oceania
Corporal (Ian Pearse),YungCat (Jason John),13,OPL/Oceania
DouDou (Shang Zu-Yu) (Shang Zu-Yu),Farmer (George Normore) (George Normore),2,OPL/Oceania
DouDou (Shang Zu-Yu) (Shang Zu-Yu),Wai (Li Yat Wai),2,OPL/Oceania
Farmer (George Normore) (George Normore),Thien (Romeo Tran),3,OPL/Oceania
Farmer (George Normore) (George Normore),Wai (Li Yat Wai),5,OPL/Oceania
Thien (Romeo Tran),Wai (Li Yat Wai),8,OPL/Oceania
Thien (Romeo Tran),YungCat (Jason John),5,OPL/Oceania
Wai (Li Yat Wai),YungCat (Jason John),13,OPL/Oceania
Cadence (Hugo Chang),Falkner (Nathan Mills),9,OPL/Oceania
Cadence (Hugo Chang),HaiT (Hai Tran),11,OPL/Oceania
Cadence (Hugo Chang),Hyper (Joshua O'Mara-Jackson) (Joshua O'Mara-Jackson),17,OPL/Oceania
Cadence (Hugo Chang),Midas (Nathaniel Shearer) (Nathaniel Shearer),9,OPL/Oceania
Cadence (Hugo Chang),Shiloh (Nathanael Mancev),3,OPL/Oceania
Cadence (Hugo Chang),xDom1nAtAr (Anthony De Angelis),5,OPL/Oceania
Falkner (Nathan Mills),HaiT (Hai Tran),11,OPL/Oceania
Falkner (Nathan Mills),Hyper (Joshua O'Mara-Jackson) (Joshua O'Mara-Jackson),11,OPL/Oceania
Falkner (Nathan Mills),Midas (Nathaniel Shearer) (Nathaniel Shearer),5,OPL/Oceania
Falkner (Nathan Mills),Shiloh (Nathanael Mancev),5,OPL/Oceania
Falkner (Nathan Mills),xDom1nAtAr (Anthony De Angelis),7,OPL/Oceania
HaiT (Hai Tran),Hyper (Joshua O'Mara-Jackson) (Joshua O'Mara-Jackson),13,OPL/Oceania
HaiT (Hai Tran),Midas (Nathaniel Shearer) (Nathaniel Shearer),5,OPL/Oceania
HaiT (Hai Tran),Shiloh (Nathanael Mancev),5,OPL/Oceania
HaiT (Hai Tran),xDom1nAtAr (Anthony De Angelis),7,OPL/Oceania
Hyper (Joshua O'Mara-Jackson) (Joshua O'Mara-Jackson),Midas (Nathaniel Shearer) (Nathaniel Shearer),11,OPL/Oceania
Hyper (Joshua O'Mara-Jackson) (Joshua O'Mara-Jackson),Shiloh (Nathanael Mancev),5,OPL/Oceania
Hyper (Joshua O'Mara-Jackson) (Joshua O'Mara-Jackson),xDom1nAtAr (Anthony De Angelis),7,OPL/Oceania
Midas (Nathaniel Shearer) (Nathaniel Shearer),Shiloh (Nathanael Mancev),5,OPL/Oceania
Midas (Nathaniel Shearer) (Nathaniel Shearer),xDom1nAtAr (Anthony De Angelis),5,OPL/Oceania
Shiloh (Nathanael Mancev),xDom1nAtAr (Anthony De Angelis),5,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Dream (Ronan Swingler) (Ronan Swingler),18,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Fudge (Ibrahim Allami),6,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Guts (Eldin Skenderovic),12,OPL/Oceania
Aladoric (Ryan Gregory Richardson),Phantiks (Richard Su),12,OPL/Oceania
Dream (Ronan Swingler) (Ronan Swingler),Fudge (Ibrahim Allami),6,OPL/Oceania
Dream (Ronan Swingler) (Ronan Swingler),Guts (Eldin Skenderovic),12,OPL/Oceania
Dream (Ronan Swingler) (Ronan Swingler),Phantiks (Richard Su),12,OPL/Oceania
Dream (Ronan Swingler) (Ronan Swingler),Plug (Ryan Hogan),6,OPL/Oceania
Fudge (Ibrahim Allami),Guts (Eldin Skenderovic),2,OPL/Oceania
Fudge (Ibrahim Allami),Haeri (Harry Kang),5,OPL/Oceania
Fudge (Ibrahim Allami),Phantiks (Richard Su),4,OPL/Oceania
Fudge (Ibrahim Allami),Plug (Ryan Hogan),4,OPL/Oceania
Guts (Eldin Skenderovic),Haeri (Harry Kang),11,OPL/Oceania
Haeri (Harry Kang),Phantiks (Richard Su),12,OPL/Oceania
Phantiks (Richard Su),Plug (Ryan Hogan),6,OPL/Oceania
Bushybooboo (Huy Huynh),Carbon (Tim Wendel),6,OPL/Oceania
Bushybooboo (Huy Huynh),Crayzee (William Dobie),6,OPL/Oceania
Bushybooboo (Huy Huynh),Halo (James Giacoumakis),4,OPL/Oceania
Bushybooboo (Huy Huynh),Holo (Luke Scott) (Luke Scott),2,OPL/Oceania
Bushybooboo (Huy Huynh),Minkywhale (An Viet Trinh),6,OPL/Oceania
Carbon (Tim Wendel),Crayzee (William Dobie),12,OPL/Oceania
